textID,selected_text
29599b7063,"nice work buying coda dude! It`s a great app! Unfortunately, I bought it when it was the full $99USD  #jealous"
f9a1545e42,i think 30 bucks and i dunn
416c4175e4,Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can`t get enough of this vid
3692246f06,"here btw, this is not a bo"
703d6c485d,v I hate ch
920652bbd6,hat you doing?
f9ba6a4487,mmend this to everyon
213632bbd4,"hopping in the shower,   you can help me tidy my room  its a **** hole, mums **** friend"
e039645e4d,ve it. Ve
e8b44acc78,"Likewise. However, what was the comment about ori"
0f5fc32d1d,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`
a244d7aad7,an`t I mix and match  Dumb drive in!
01fd15c92e,had a 100% raw day
9e2efa4896," hey!, which song was that? I would like to listen to"
8a524ae9ca,good
d92eb7fb32,Ugh..  this sucks.
b24b5eec02,of Cof Cof!
4d2d321760,i feel like ***
47c71a706c,o happ
1b5d8181c5, Gosh...who`s doing this??? So bad...  Baylee is a blessed child...these people don`t know what to do... Kisses
e312ee1d81,i hop
35853e761a,ove t
2a9874434e,Wishing all the Mom`s in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being 
d30dd55d4e,does anyone know where I can watch the prison break tv movie? It`s not on itun
3f998f0b9d,"mmm - home-made pizza (that I helped to make), a home-made cheesecake (to eat soon) & family... a nice day for mother & nanna"
c949fed139,hh! im m
847739dfdd,"So you have to call the Customer Care .. or try to enter any wrong pw and see the result , is it 'invalid user name or passwor"
8bb2ea067c,
e960082698,ure... i hardly talk to anyone anymore
e409c6bca9,Shower head brok
5bb9323431,working my **** off and I am completely happ
